date,comp,team,team_id,opponent,opponent_id,team_score,opp_score,margin,result,rankings_weight,is_ncr_pair
2023-02-12,Six Nations 2023,Italy,41,England,34,14,31,-17,L,,True
2023-02-25,Six Nations 2023,England,34,Wales,33,20,10,10,W,,True
2023-02-25,Six Nations 2023,Ireland,36,Italy,41,34,20,14,W,,True
2023-02-25,Six Nations 2023,Italy,41,Ireland,36,20,34,-14,L,,True
2023-02-25,Six Nations 2023,Wales,33,England,34,10,20,-10,L,,True
2023-02-26,Six Nations 2023,France,42,Scotland,35,32,21,11,W,,True
2023-02-26,Six Nations 2023,Scotland,35,France,42,21,32,-11,L,,True
2023-03-11,Six Nations 2023,England,34,France,42,10,53,-43,L,,True
2023-03-11,Six Nations 2023,France,42,England,34,53,10,43,W,,True
2023-03-11,Six Nations 2023,Italy,41,Wales,33,17,29,-12,L,,True
2023-03-11,Six Nations 2023,Wales,33,Italy,41,29,17,12,W,,True
2023-03-12,Six Nations 2023,Ireland,36,Scotland,35,22,7,15,W,,True
2023-03-12,Six Nations 2023,Scotland,35,Ireland,36,7,22,-15,L,,True
2023-03-18,Six Nations 2023,England,34,Ireland,36,16,29,-13,L,,True
2023-03-18,Six Nations 2023,France,42,Wales,33,41,28,13,W,,True
2023-03-18,Six Nations 2023,Ireland,36,England,34,29,16,13,W,,True
2023-03-18,Six Nations 2023,Italy,41,Scotland,35,14,26,-12,L,,True
2023-03-18,Six Nations 2023,Scotland,35,Italy,41,26,14,12,W,,True
2023-03-18,Six Nations 2023,Wales,33,France,42,28,41,-13,L,,True
2023-07-08,The Rugby Championship 2023,Argentina,40,New Zealand,37,12,41,-29,L,,True
2023-07-08,The Rugby Championship 2023,Australia,38,South Africa,39,12,43,-31,L,,True
2023-07-08,The Rugby Championship 2023,New Zealand,37,Argentina,40,41,12,29,W,,True
2023-07-08,The Rugby Championship 2023,South Africa,39,Australia,38,43,12,31,W,,True
2023-07-15,The Rugby Championship 2023,Argentina,40,Australia,38,34,31,3,W,,True
2023-07-15,The Rugby Championship 2023,Australia,38,Argentina,40,31,34,-3,L,,True
2023-07-15,Men's Internationals 2023,Japan,49,All Blacks XV,1832,27,41,-14,L,,False
2023-07-15,The Rugby Championship 2023,New Zealand,37,South Africa,39,35,20,15,W,,True
2023-07-15,The Rugby Championship 2023,South Africa,39,New Zealand,37,20,35,-15,L,,True
2023-07-22,Men's Internationals 2023,Fiji,46,Tonga,47,36,20,16,W,,False
2023-07-22,Men's Internationals 2023,Japan,49,Samoa,45,22,24,-2,L,,False
2023-07-29,Men's Internationals 2023,Argentina,40,South Africa,39,21,22,-1,L,,True
2023-07-29,Men's Internationals 2023,Australia,38,New Zealand,37,7,38,-31,L,,True
2023-07-29,Men's Internationals 2023,Fiji,46,Samoa,45,33,19,14,W,,False
2023-07-29,Summer Nations Series 2023,Italy,41,Scotland,35,13,25,-12,L,,True
2023-07-29,Men's Internationals 2023,Japan,49,Tonga,47,21,16,5,W,,False
2023-07-29,Men's Internationals 2023,New Zealand,37,Australia,38,38,7,31,W,,True
2023-07-29,Summer Nations Series 2023,Scotland,35,Italy,41,25,13,12,W,,True
2023-07-29,Men's Internationals 2023,South Africa,39,Argentina,40,22,21,1,W,,True
2023-08-05,Men's Internationals 2023,Argentina,40,South Africa,39,13,24,-11,L,,True
2023-08-05,Men's Internationals 2023,Australia,38,New Zealand,37,20,23,-3,L,,True
2023-08-05,Summer Nations Series 2023,England,34,Wales,33,9,20,-11,L,,True
2023-08-05,Men's Internationals 2023,Fiji,46,Japan,49,35,12,23,W,,True
2023-08-05,Summer Nations Series 2023,France,42,Scotland,35,21,25,-4,L,,True
2023-08-05,Summer Nations Series 2023,Ireland,36,Italy,41,33,17,16,W,,True
2023-08-05,Summer Nations Series 2023,Italy,41,Ireland,36,17,33,-16,L,,True
2023-08-05,Men's Internationals 2023,Japan,49,Fiji,46,12,35,-23,L,,True
2023-08-05,Men's Internationals 2023,New Zealand,37,Australia,38,23,20,3,W,,True
2023-08-05,Summer Nations Series 2023,Scotland,35,France,42,25,21,4,W,,True
2023-08-05,Men's Internationals 2023,South Africa,39,Argentina,40,24,13,11,W,,True
2023-08-05,Summer Nations Series 2023,Wales,33,England,34,20,9,11,W,,True
2023-08-12,Summer Nations Series 2023,England,34,Wales,33,19,17,2,W,,True
2023-08-12,Summer Nations Series 2023,France,42,Scotland,35,30,27,3,W,,True
2023-08-12,Summer Nations Series 2023,Scotland,35,France,42,27,30,-3,L,,True
2023-08-12,Summer Nations Series 2023,Wales,33,England,34,17,19,-2,L,,True
2023-08-19,Summer Nations Series 2023,England,34,Ireland,36,10,29,-19,L,,True
2023-08-19,Summer Nations Series 2023,Fiji,46,France,42,17,34,-17,L,,True
2023-08-19,Summer Nations Series 2023,France,42,Fiji,46,34,17,17,W,,True
2023-08-19,Summer Nations Series 2023,Ireland,36,England,34,29,10,19,W,,True
2023-08-19,Summer Nations Series 2023,Italy,41,Romania,52,57,7,50,W,,False
2023-08-19,Summer Nations Series 2023,South Africa,39,Wales,33,52,16,36,W,,True
2023-08-19,Summer Nations Series 2023,Wales,33,South Africa,39,16,52,-36,L,,True
2023-08-25,Men's Internationals 2023,New Zealand,37,South Africa,39,7,35,-28,L,,True
2023-08-25,Men's Internationals 2023,South Africa,39,New Zealand,37,35,7,28,W,,True
2023-08-26,Men's Internationals 2023,Argentina,40,Spain,43,62,3,59,W,,False
2023-08-26,Summer Nations Series 2023,England,34,Fiji,46,22,30,-8,L,,True
2023-08-26,Summer Nations Series 2023,Fiji,46,England,34,30,22,8,W,,True
2023-08-26,Summer Nations Series 2023,Ireland,36,Samoa,45,17,13,4,W,,False
2023-08-26,Summer Nations Series 2023,Italy,41,Japan,49,42,21,21,W,,True
2023-08-26,Summer Nations Series 2023,Japan,49,Italy,41,21,42,-21,L,,True
2023-08-26,Summer Nations Series 2023,Scotland,35,Georgia,720,33,6,27,W,,False
2023-08-27,Summer Nations Series 2023,Australia,38,France,42,17,41,-24,L,,True
2023-08-27,Summer Nations Series 2023,France,42,Australia,38,41,17,24,W,,True
2023-09-08,Men's Rugby World Cup 2023,France,42,New Zealand,37,27,13,14,W,,True
2023-09-08,Men's Rugby World Cup 2023,New Zealand,37,France,42,13,27,-14,L,,True
2023-09-09,Men's Rugby World Cup 2023,Argentina,40,England,34,10,27,-17,L,,True
2023-09-09,Men's Rugby World Cup 2023,Australia,38,Georgia,720,35,15,20,W,,False
2023-09-09,Men's Rugby World Cup 2023,England,34,Argentina,40,27,10,17,W,,True
2023-09-09,Men's Rugby World Cup 2023,Ireland,36,Romania,52,82,8,74,W,,False
2023-09-09,Men's Rugby World Cup 2023,Italy,41,Namibia,58,52,8,44,W,,False
2023-09-10,Men's Rugby World Cup 2023,Fiji,46,Wales,33,26,32,-6,L,,True
2023-09-10,Men's Rugby World Cup 2023,Japan,49,Chile,708,42,12,30,W,,False
2023-09-10,Men's Rugby World Cup 2023,Scotland,35,South Africa,39,3,18,-15,L,,True
2023-09-10,Men's Rugby World Cup 2023,South Africa,39,Scotland,35,18,3,15,W,,True
2023-09-10,Men's Rugby World Cup 2023,Wales,33,Fiji,46,32,26,6,W,,True
2023-09-14,Men's Rugby World Cup 2023,France,42,Uruguay,68,27,12,15,W,,False
2023-09-15,Men's Rugby World Cup 2023,New Zealand,37,Namibia,58,71,3,68,W,,False
2023-09-16,Men's Rugby World Cup 2023,Ireland,36,Tonga,47,59,16,43,W,,False
2023-09-16,Men's Rugby World Cup 2023,Wales,33,Portugal,44,28,8,20,W,,False
2023-09-17,Men's Rugby World Cup 2023,Australia,38,Fiji,46,15,22,-7,L,,True
2023-09-17,Men's Rugby World Cup 2023,England,34,Japan,49,34,12,22,W,,True
2023-09-17,Men's Rugby World Cup 2023,Fiji,46,Australia,38,22,15,7,W,,True
2023-09-17,Men's Rugby World Cup 2023,Japan,49,England,34,12,34,-22,L,,True
2023-09-17,Men's Rugby World Cup 2023,South Africa,39,Romania,52,76,0,76,W,,False
2023-09-20,Men's Rugby World Cup 2023,Italy,41,Uruguay,68,38,17,21,W,,False
2023-09-21,Men's Rugby World Cup 2023,France,42,Namibia,58,96,0,96,W,,False
2023-09-22,Men's Rugby World Cup 2023,Argentina,40,Samoa,45,19,10,9,W,,False
2023-09-23,Men's Rugby World Cup 2023,England,34,Chile,708,71,0,71,W,,False
2023-09-23,Men's Rugby World Cup 2023,Ireland,36,South Africa,39,13,8,5,W,,True
2023-09-23,Men's Rugby World Cup 2023,South Africa,39,Ireland,36,8,13,-5,L,,True
2023-09-24,Men's Rugby World Cup 2023,Australia,38,Wales,33,6,40,-34,L,,True
2023-09-24,Men's Rugby World Cup 2023,Scotland,35,Tonga,47,45,17,28,W,,False
2023-09-24,Men's Rugby World Cup 2023,Wales,33,Australia,38,40,6,34,W,,True
2023-09-28,Men's Rugby World Cup 2023,Japan,49,Samoa,45,28,22,6,W,,False
2023-09-29,Men's Rugby World Cup 2023,Italy,41,New Zealand,37,17,96,-79,L,,True
2023-09-29,Men's Rugby World Cup 2023,New Zealand,37,Italy,41,96,17,79,W,,True
2023-09-30,Men's Rugby World Cup 2023,Argentina,40,Chile,708,59,5,54,W,,False
2023-09-30,Men's Rugby World Cup 2023,Fiji,46,Georgia,720,17,12,5,W,,False
2023-09-30,Men's Rugby World Cup 2023,Scotland,35,Romania,52,84,0,84,W,,False
2023-10-01,Men's Rugby World Cup 2023,Australia,38,Portugal,44,34,14,20,W,,False
2023-10-01,Men's Rugby World Cup 2023,South Africa,39,Tonga,47,49,18,31,W,,False
2023-10-05,Men's Rugby World Cup 2023,New Zealand,37,Uruguay,68,73,0,73,W,,False
2023-10-06,Men's Rugby World Cup 2023,France,42,Italy,41,60,7,53,W,,True
2023-10-06,Men's Rugby World Cup 2023,Italy,41,France,42,7,60,-53,L,,True
2023-10-07,Men's Rugby World Cup 2023,England,34,Samoa,45,18,17,1,W,,False
2023-10-07,Men's Rugby World Cup 2023,Ireland,36,Scotland,35,36,14,22,W,,True
2023-10-07,Men's Rugby World Cup 2023,Scotland,35,Ireland,36,14,36,-22,L,,True
2023-10-07,Men's Rugby World Cup 2023,Wales,33,Georgia,720,43,19,24,W,,False
2023-10-08,Men's Rugby World Cup 2023,Argentina,40,Japan,49,39,27,12,W,,True
2023-10-08,Men's Rugby World Cup 2023,Fiji,46,Portugal,44,23,24,-1,L,,False
2023-10-08,Men's Rugby World Cup 2023,Japan,49,Argentina,40,27,39,-12,L,,True
2023-10-14,Men's Rugby World Cup 2023,Argentina,40,Wales,33,29,17,12,W,,True
2023-10-14,Men's Rugby World Cup 2023,Ireland,36,New Zealand,37,24,28,-4,L,,True
2023-10-14,Men's Rugby World Cup 2023,New Zealand,37,Ireland,36,28,24,4,W,,True
2023-10-14,Men's Rugby World Cup 2023,Wales,33,Argentina,40,17,29,-12,L,,True
2023-10-15,Men's Rugby World Cup 2023,England,34,Fiji,46,30,24,6,W,,True
2023-10-15,Men's Rugby World Cup 2023,Fiji,46,England,34,24,30,-6,L,,True
2023-10-15,Men's Rugby World Cup 2023,France,42,South Africa,39,28,29,-1,L,,True
2023-10-15,Men's Rugby World Cup 2023,South Africa,39,France,42,29,28,1,W,,True
2023-10-20,Men's Rugby World Cup 2023,Argentina,40,New Zealand,37,6,44,-38,L,,True
2023-10-20,Men's Rugby World Cup 2023,New Zealand,37,Argentina,40,44,6,38,W,,True
2023-10-21,Men's Rugby World Cup 2023,England,34,South Africa,39,15,16,-1,L,,True
2023-10-21,Men's Rugby World Cup 2023,South Africa,39,England,34,16,15,1,W,,True
2023-10-27,Men's Rugby World Cup 2023,Argentina,40,England,34,23,26,-3,L,,True
2023-10-27,Men's Rugby World Cup 2023,England,34,Argentina,40,26,23,3,W,,True
2023-10-28,Men's Rugby World Cup 2023,New Zealand,37,South Africa,39,11,12,-1,L,,True
2023-10-28,Men's Rugby World Cup 2023,South Africa,39,New Zealand,37,12,11,1,W,,True
2024-02-02,Six Nations 2024,France,42,Ireland,36,17,38,-21,L,,True
2024-02-02,Six Nations 2024,Ireland,36,France,42,38,17,21,W,,True
2024-02-03,Six Nations 2024,England,34,Italy,41,27,24,3,W,,True
2024-02-03,Six Nations 2024,Italy,41,England,34,24,27,-3,L,,True
2024-02-03,Six Nations 2024,Scotland,35,Wales,33,27,26,1,W,,True
2024-02-03,Six Nations 2024,Wales,33,Scotland,35,26,27,-1,L,,True
2024-02-10,Six Nations 2024,England,34,Wales,33,16,14,2,W,,True
2024-02-10,Six Nations 2024,France,42,Scotland,35,20,16,4,W,,True
2024-02-10,Six Nations 2024,Scotland,35,France,42,16,20,-4,L,,True
2024-02-10,Six Nations 2024,Wales,33,England,34,14,16,-2,L,,True
2024-02-11,Six Nations 2024,Ireland,36,Italy,41,36,0,36,W,,True
2024-02-11,Six Nations 2024,Italy,41,Ireland,36,0,36,-36,L,,True
2024-02-24,Six Nations 2024,England,34,Scotland,35,21,30,-9,L,,True
2024-02-24,Six Nations 2024,Ireland,36,Wales,33,31,7,24,W,,True
2024-02-24,Six Nations 2024,Scotland,35,England,34,30,21,9,W,,True
2024-02-24,Six Nations 2024,Wales,33,Ireland,36,7,31,-24,L,,True
2024-02-25,Six Nations 2024,France,42,Italy,41,13,13,0,D,,True
2024-02-25,Six Nations 2024,Italy,41,France,42,13,13,0,D,,True
2024-03-09,Six Nations 2024,England,34,Ireland,36,23,22,1,W,,True
2024-03-09,Six Nations 2024,Ireland,36,England,34,22,23,-1,L,,True
2024-03-09,Six Nations 2024,Italy,41,Scotland,35,31,29,2,W,,True
2024-03-09,Six Nations 2024,Scotland,35,Italy,41,29,31,-2,L,,True
2024-03-10,Six Nations 2024,France,42,Wales,33,45,24,21,W,,True
2024-03-10,Six Nations 2024,Wales,33,France,42,24,45,-21,L,,True
2024-03-16,Six Nations 2024,England,34,France,42,31,33,-2,L,,True
2024-03-16,Six Nations 2024,France,42,England,34,33,31,2,W,,True
2024-03-16,Six Nations 2024,Ireland,36,Scotland,35,17,13,4,W,,True
2024-03-16,Six Nations 2024,Italy,41,Wales,33,24,21,3,W,,True
2024-03-16,Six Nations 2024,Scotland,35,Ireland,36,13,17,-4,L,,True
2024-03-16,Six Nations 2024,Wales,33,Italy,41,21,24,-3,L,,True
2024-06-22,Men's Internationals 2024,England,34,Japan,49,52,17,35,W,,True
2024-06-22,Men's Internationals 2024,Fiji,46,Barbarians,54,32,45,-13,L,,False
2024-06-22,Men's Internationals 2024,Japan,49,England,34,17,52,-35,L,,True
2024-06-22,Men's Internationals 2024,South Africa,39,Wales,33,41,13,28,W,,True
2024-06-22,Men's Internationals 2024,Wales,33,South Africa,39,13,41,-28,L,,True
2024-07-05,Men's Internationals 2024,Fiji,46,Georgia,720,21,12,9,W,,False
2024-07-05,Men's Internationals 2024,Italy,41,Samoa,45,25,33,-8,L,,False
2024-07-06,Men's Internationals 2024,Argentina,40,France,42,13,28,-15,L,,True
2024-07-06,Men's Internationals 2024,Australia,38,Wales,33,25,16,9,W,,True
2024-07-06,Men's Internationals 2024,England,34,New Zealand,37,15,16,-1,L,,True
2024-07-06,Men's Internationals 2024,France,42,Argentina,40,28,13,15,W,,True
2024-07-06,Men's Internationals 2024,Ireland,36,South Africa,39,20,27,-7,L,,True
2024-07-06,Men's Internationals 2024,New Zealand,37,England,34,16,15,1,W,,True
2024-07-06,Men's Internationals 2024,Scotland,35,Canada,50,73,12,61,W,,False
2024-07-06,Men's Internationals 2024,South Africa,39,Ireland,36,27,20,7,W,,True
2024-07-06,Men's Internationals 2024,Wales,33,Australia,38,16,25,-9,L,,True
2024-07-10,Men's Internationals 2024,France,42,Uruguay,68,43,28,15,W,,False
2024-07-12,Men's Internationals 2024,Italy,41,Tonga,47,36,14,22,W,,False
2024-07-12,Men's Internationals 2024,Scotland,35,USA,51,42,7,35,W,,False
2024-07-13,Men's Internationals 2024,Argentina,40,France,42,33,25,8,W,,True
2024-07-13,Men's Internationals 2024,Australia,38,Wales,33,36,28,8,W,,True
2024-07-13,Men's Internationals 2024,England,34,New Zealand,37,17,24,-7,L,,True
2024-07-13,Men's Internationals 2024,France,42,Argentina,40,25,33,-8,L,,True
2024-07-13,Men's Internationals 2024,Ireland,36,South Africa,39,25,24,1,W,,True
2024-07-13,Men's Internationals 2024,Japan,49,Georgia,720,23,25,-2,L,,False
2024-07-13,Men's Internationals 2024,New Zealand,37,England,34,24,17,7,W,,True
2024-07-13,Men's Internationals 2024,South Africa,39,Ireland,36,24,25,-1,L,,True
2024-07-13,Men's Internationals 2024,Wales,33,Australia,38,28,36,-8,L,,True
2024-07-19,Men's Internationals 2024,Fiji,46,New Zealand,37,5,47,-42,L,,True
2024-07-19,Men's Internationals 2024,New Zealand,37,Fiji,46,47,5,42,W,,True
2024-07-20,Men's Internationals 2024,Argentina,40,Uruguay,68,79,5,74,W,,False
2024-07-20,Men's Internationals 2024,Australia,38,Georgia,720,40,29,11,W,,False
2024-07-20,Men's Internationals 2024,Scotland,35,Chile,708,52,11,41,W,,False
2024-07-20,Men's Internationals 2024,South Africa,39,Portugal,44,64,21,43,W,,False
2024-07-21,Men's Internationals 2024,Italy,41,Japan,49,42,14,28,W,,True
2024-07-21,Men's Internationals 2024,Japan,49,Italy,41,14,42,-28,L,,True
2024-07-27,Men's Internationals 2024,Scotland,35,Uruguay,68,31,19,12,W,,False
2024-08-10,The Rugby Championship 2024,Argentina,40,New Zealand,37,38,30,8,W,,True
2024-08-10,The Rugby Championship 2024,Australia,38,South Africa,39,7,33,-26,L,,True
2024-08-10,The Rugby Championship 2024,New Zealand,37,Argentina,40,30,38,-8,L,,True
2024-08-10,The Rugby Championship 2024,South Africa,39,Australia,38,33,7,26,W,,True
2024-08-17,The Rugby Championship 2024,Argentina,40,New Zealand,37,10,42,-32,L,,True
2024-08-17,The Rugby Championship 2024,Australia,38,South Africa,39,12,30,-18,L,,True
2024-08-17,The Rugby Championship 2024,New Zealand,37,Argentina,40,42,10,32,W,,True
2024-08-17,The Rugby Championship 2024,South Africa,39,Australia,38,30,12,18,W,,True
2024-08-23,Pacific Nations Cup 2024,Fiji,46,Samoa,45,42,16,26,W,,False
2024-08-25,Pacific Nations Cup 2024,Japan,49,Canada,50,55,28,27,W,,False
2024-08-31,The Rugby Championship 2024,Argentina,40,Australia,38,19,20,-1,L,,True
2024-08-31,The Rugby Championship 2024,Australia,38,Argentina,40,20,19,1,W,,True
2024-08-31,The Rugby Championship 2024,New Zealand,37,South Africa,39,27,31,-4,L,,True
2024-08-31,The Rugby Championship 2024,South Africa,39,New Zealand,37,31,27,4,W,,True
2024-09-06,Pacific Nations Cup 2024,Fiji,46,Tonga,47,50,19,31,W,,False
2024-09-07,The Rugby Championship 2024,Argentina,40,Australia,38,67,27,40,W,,True
2024-09-07,The Rugby Championship 2024,Australia,38,Argentina,40,27,67,-40,L,,True
2024-09-07,Pacific Nations Cup 2024,Japan,49,USA,51,41,24,17,W,,False
2024-09-07,The Rugby Championship 2024,New Zealand,37,South Africa,39,12,18,-6,L,,True
2024-09-07,The Rugby Championship 2024,South Africa,39,New Zealand,37,18,12,6,W,,True
2024-09-14,Pacific Nations Cup 2024,Fiji,46,USA,51,22,3,19,W,,False
2024-09-15,Pacific Nations Cup 2024,Japan,49,Samoa,45,49,27,22,W,,False
2024-09-21,The Rugby Championship 2024,Argentina,40,South Africa,39,29,28,1,W,,True
2024-09-21,Bledisloe Cup 2024,Australia,38,New Zealand,37,28,31,-3,L,,True
2024-09-21,Pacific Nations Cup 2024,Fiji,46,Japan,49,41,17,24,W,,True
2024-09-21,Pacific Nations Cup 2024,Japan,49,Fiji,46,17,41,-24,L,,True
2024-09-21,Bledisloe Cup 2024,New Zealand,37,Australia,38,31,28,3,W,,True
2024-09-21,The Rugby Championship 2024,South Africa,39,Argentina,40,28,29,-1,L,,True
2024-09-28,The Rugby Championship 2024,Argentina,40,South Africa,39,7,48,-41,L,,True
2024-09-28,Bledisloe Cup 2024,Australia,38,New Zealand,37,13,33,-20,L,,True
2024-09-28,Bledisloe Cup 2024,New Zealand,37,Australia,38,33,13,20,W,,True
2024-09-28,The Rugby Championship 2024,South Africa,39,Argentina,40,48,7,41,W,,True
2024-10-26,Men's Internationals 2024,Japan,49,New Zealand,37,19,64,-45,L,,True
2024-10-26,Men's Internationals 2024,New Zealand,37,Japan,49,64,19,45,W,,True
2024-11-02,Autumn Nations Series 2024,England,34,New Zealand,37,22,24,-2,L,,True
2024-11-02,Autumn Nations Series 2024,Fiji,46,Scotland,35,17,57,-40,L,,True
2024-11-02,Autumn Nations Series 2024,New Zealand,37,England,34,24,22,2,W,,True
2024-11-02,Autumn Nations Series 2024,Scotland,35,Fiji,46,57,17,40,W,,True
2024-11-08,Autumn Nations Series 2024,Ireland,36,New Zealand,37,13,23,-10,L,,True
2024-11-08,Autumn Nations Series 2024,New Zealand,37,Ireland,36,23,13,10,W,,True
2024-11-09,Autumn Nations Series 2024,Argentina,40,Italy,41,50,18,32,W,,True
2024-11-09,Autumn Nations Series 2024,Australia,38,England,34,42,37,5,W,,True
2024-11-09,Autumn Nations Series 2024,England,34,Australia,38,37,42,-5,L,,True
2024-11-09,Autumn Nations Series 2024,France,42,Japan,49,52,12,40,W,,True
2024-11-09,Autumn Nations Series 2024,Italy,41,Argentina,40,18,50,-32,L,,True
2024-11-09,Autumn Nations Series 2024,Japan,49,France,42,12,52,-40,L,,True
2024-11-10,Autumn Nations Series 2024,Fiji,46,Wales,33,24,19,5,W,,True
2024-11-10,Autumn Nations Series 2024,Scotland,35,South Africa,39,15,32,-17,L,,True
2024-11-10,Autumn Nations Series 2024,South Africa,39,Scotland,35,32,15,17,W,,True
2024-11-10,Autumn Nations Series 2024,Wales,33,Fiji,46,19,24,-5,L,,True
2024-11-15,Autumn Nations Series 2024,Argentina,40,Ireland,36,19,22,-3,L,,True
2024-11-15,Autumn Nations Series 2024,Ireland,36,Argentina,40,22,19,3,W,,True
2024-11-16,Autumn Nations Series 2024,England,34,South Africa,39,20,29,-9,L,,True
2024-11-16,Men's Internationals 2024,Fiji,46,Spain,43,33,19,14,W,,False
2024-11-16,Autumn Nations Series 2024,France,42,New Zealand,37,30,29,1,W,,True
2024-11-16,Men's Internationals 2024,Japan,49,Uruguay,68,36,20,16,W,,False
2024-11-16,Autumn Nations Series 2024,New Zealand,37,France,42,29,30,-1,L,,True
2024-11-16,Autumn Nations Series 2024,Scotland,35,Portugal,44,59,21,38,W,,False
2024-11-16,Autumn Nations Series 2024,South Africa,39,England,34,29,20,9,W,,True
2024-11-17,Autumn Nations Series 2024,Australia,38,Wales,33,52,20,32,W,,True
2024-11-17,Autumn Nations Series 2024,Italy,41,Georgia,720,20,17,3,W,,False
2024-11-17,Autumn Nations Series 2024,Wales,33,Australia,38,20,52,-32,L,,True
2024-11-22,Autumn Nations Series 2024,Argentina,40,France,42,23,37,-14,L,,True
2024-11-22,Autumn Nations Series 2024,France,42,Argentina,40,37,23,14,W,,True
2024-11-23,Autumn Nations Series 2024,Fiji,46,Ireland,36,17,52,-35,L,,True
2024-11-23,Autumn Nations Series 2024,Ireland,36,Fiji,46,52,17,35,W,,True
2024-11-23,Autumn Nations Series 2024,Italy,41,New Zealand,37,11,29,-18,L,,True
2024-11-23,Autumn Nations Series 2024,New Zealand,37,Italy,41,29,11,18,W,,True
2024-11-23,Autumn Nations Series 2024,South Africa,39,Wales,33,45,12,33,W,,True
2024-11-23,Autumn Nations Series 2024,Wales,33,South Africa,39,12,45,-33,L,,True
2024-11-24,Autumn Nations Series 2024,Australia,38,Scotland,35,13,27,-14,L,,True
2024-11-24,Autumn Nations Series 2024,England,34,Japan,49,59,14,45,W,,True
2024-11-24,Autumn Nations Series 2024,Japan,49,England,34,14,59,-45,L,,True
2024-11-24,Autumn Nations Series 2024,Scotland,35,Australia,38,27,13,14,W,,True
2024-11-30,Autumn Nations Series 2024,Australia,38,Ireland,36,19,22,-3,L,,True
2024-11-30,Autumn Nations Series 2024,Ireland,36,Australia,38,22,19,3,W,,True
2025-01-31,Six Nations 2025,France,42,Wales,33,43,0,43,W,,True
2025-01-31,Six Nations 2025,Wales,33,France,42,0,43,-43,L,,True
2025-02-01,Six Nations 2025,England,34,Ireland,36,22,27,-5,L,,True
2025-02-01,Six Nations 2025,Ireland,36,England,34,27,22,5,W,,True
2025-02-01,Six Nations 2025,Italy,41,Scotland,35,19,31,-12,L,,True
2025-02-01,Six Nations 2025,Scotland,35,Italy,41,31,19,12,W,,True
2025-02-08,Six Nations 2025,England,34,France,42,26,25,1,W,,True
2025-02-08,Six Nations 2025,France,42,England,34,25,26,-1,L,,True
2025-02-08,Six Nations 2025,Italy,41,Wales,33,22,15,7,W,,True
2025-02-08,Six Nations 2025,Wales,33,Italy,41,15,22,-7,L,,True
2025-02-09,Six Nations 2025,Ireland,36,Scotland,35,32,18,14,W,,True
2025-02-09,Six Nations 2025,Scotland,35,Ireland,36,18,32,-14,L,,True
2025-02-22,Six Nations 2025,England,34,Scotland,35,16,15,1,W,,True
2025-02-22,Six Nations 2025,Ireland,36,Wales,33,27,18,9,W,,True
2025-02-22,Six Nations 2025,Scotland,35,England,34,15,16,-1,L,,True
2025-02-22,Six Nations 2025,Wales,33,Ireland,36,18,27,-9,L,,True
2025-02-23,Six Nations 2025,France,42,Italy,41,73,24,49,W,,True
2025-02-23,Six Nations 2025,Italy,41,France,42,24,73,-49,L,,True
2025-03-08,Six Nations 2025,France,42,Ireland,36,42,27,15,W,,True
2025-03-08,Six Nations 2025,Ireland,36,France,42,27,42,-15,L,,True
2025-03-08,Six Nations 2025,Scotland,35,Wales,33,35,29,6,W,,True
2025-03-08,Six Nations 2025,Wales,33,Scotland,35,29,35,-6,L,,True
2025-03-09,Six Nations 2025,England,34,Italy,41,47,24,23,W,,True
2025-03-09,Six Nations 2025,Italy,41,England,34,24,47,-23,L,,True
2025-03-15,Six Nations 2025,England,34,Wales,33,68,14,54,W,,True
2025-03-15,Six Nations 2025,France,42,Scotland,35,35,16,19,W,,True
2025-03-15,Six Nations 2025,Ireland,36,Italy,41,22,17,5,W,,True
2025-03-15,Six Nations 2025,Italy,41,Ireland,36,17,22,-5,L,,True
2025-03-15,Six Nations 2025,Scotland,35,France,42,16,35,-19,L,,True
2025-03-15,Six Nations 2025,Wales,33,England,34,14,68,-54,L,,True
2025-06-20,Tour 2025,Argentina,40,British & Irish Lions,55,28,24,4,W,,False
2025-06-27,Men's Internationals 2025,Italy,41,Namibia,58,73,6,67,W,,False
2025-06-28,Men's Internationals 2025,South Africa,39,Barbarians,54,54,7,47,W,,False
2025-07-05,Men's Internationals 2025,Argentina,40,England,34,12,35,-23,L,,True
2025-07-05,Men's Internationals 2025,England,34,Argentina,40,35,12,23,W,,True
2025-07-05,Men's Internationals 2025,France,42,New Zealand,37,27,31,-4,L,,True
2025-07-05,Men's Internationals 2025,Ireland,36,Georgia,720,34,5,29,W,,False
2025-07-05,Men's Internationals 2025,Italy,41,South Africa,39,24,42,-18,L,,True
2025-07-05,Men's Internationals 2025,Japan,49,Wales,33,24,19,5,W,,True
2025-07-05,Men's Internationals 2025,New Zealand,37,France,42,31,27,4,W,,True
2025-07-05,Men's Internationals 2025,Scotland,35,Maori All Blacks,53,29,26,3,W,,False
2025-07-05,Men's Internationals 2025,South Africa,39,Italy,41,42,24,18,W,,True
2025-07-05,Men's Internationals 2025,Wales,33,Japan,49,19,24,-5,L,,True
2025-07-06,Men's Internationals 2025,Australia,38,Fiji,46,21,18,3,W,,True
2025-07-06,Men's Internationals 2025,Fiji,46,Australia,38,18,21,-3,L,,True
2025-07-12,Men's Internationals 2025,Argentina,40,England,34,17,22,-5,L,,True
2025-07-12,Men's Internationals 2025,England,34,Argentina,40,22,17,5,W,,True
