slate,id,baseline_prediction,actual,fixture_id,player_id,team,player_name,position,is_forward,status,competition,season,robust_prediction,baseline_xv,baseline_captain_extra,baseline_super_sub,robust_xv,robust_captain_extra,robust_super_sub,xv_weight_difference,captain_extra_weight_difference,super_sub_weight_difference,xv_difference,captain_extra_difference,super_sub_difference,total_difference
ncr_2026_r2,173801,16.58,12.0,291584,198696,England,Alex Coles,Second-row,True,P,ncr,2026,23.443387763885507,1,0,0,0,0,0,-1,0,0,-12.0,0.0,0.0,-12.0
ncr_2026_r2,179379,28.55,36.0,291587,120396,New Zealand,Ardie Savea,Back-row,True,P,ncr,2026,33.92040170671364,1,0,0,1,1,0,0,1,0,0.0,36.0,0.0,36.0
ncr_2026_r2,187820,24.26,16.0,291585,180222,Scotland,Rory Darge,Back-row,True,P,ncr,2026,28.999528654058388,1,0,0,0,0,0,-1,0,0,-16.0,0.0,0.0,-16.0
ncr_2026_r2,196773,16.06,14.0,291585,130290,Scotland,Pierre Schoeman,Prop,True,P,ncr,2026,17.286370922598866,1,0,0,0,0,0,-1,0,0,-14.0,0.0,0.0,-14.0
ncr_2026_r2,229307,32.29,30.0,291587,225594,New Zealand,Cam Roigard,Scrum-half,False,P,ncr,2026,30.768432051259964,1,1,0,1,0,0,0,-1,0,0.0,-30.0,0.0,-30.0
ncr_2026_r2,233260,15.02,13.0,291588,227256,Japan,Shuhei Takeuchi,Prop,True,P,ncr,2026,17.961697354182125,0,0,0,1,0,0,1,0,0,13.0,0.0,0.0,13.0
ncr_2026_r2,235266,23.83,74.0,291583,226080,Argentina,Joaquin Oviedo,Back-row,True,P,ncr,2026,29.70256998410222,0,0,0,1,0,0,1,0,0,74.0,0.0,0.0,74.0
ncr_2026_r2,236602,14.92,16.0,291587,231714,Italy,Tommaso di Bartolomeo,Hooker,True,P,ncr,2026,21.731239939692976,0,0,0,1,0,0,1,0,0,16.0,0.0,0.0,16.0
ncr_2026_r2,239634,7.55,65.0,291584,342324,England,Henry Pollock,Back-row,True,B,ncr,2026,11.177465315182417,0,0,0,0,0,3,0,0,3,0.0,0.0,195.0,195.0
ncr_2026_r2,246851,15.74,15.0,291583,359274,Argentina,Toms Rapetti,Prop,True,P,ncr,2026,14.554059754511492,1,0,0,0,0,0,-1,0,0,-15.0,0.0,0.0,-15.0
ncr_2026_r3,110910,21.46,26.0,291590,124026,South Africa,Jesse Kriel,Centre,False,P,ncr,2026,20.00261109861383,0,0,0,1,0,0,1,0,0,26.0,0.0,0.0,26.0
ncr_2026_r3,123016,26.46,22.0,291590,203070,Wales,Jac Morgan,Back-row,True,P,ncr,2026,29.08275785786111,1,0,0,0,0,0,-1,0,0,-22.0,0.0,0.0,-22.0
ncr_2026_r3,169185,17.37,2.0,291590,203082,Wales,Teddy Williams,Second-row,True,P,ncr,2026,20.27020693421792,1,0,0,0,0,0,-1,0,0,-2.0,0.0,0.0,-2.0
ncr_2026_r3,173801,16.89,16.0,291589,198696,England,Alex Coles,Second-row,True,P,ncr,2026,23.6831578284113,0,0,0,1,0,0,1,0,0,16.0,0.0,0.0,16.0
ncr_2026_r3,224426,13.08,16.0,291592,fantasy_224426,Ireland,Tom OToole,Prop,True,P,ncr,2026,13.568352779557816,1,0,0,0,0,0,-1,0,0,-16.0,0.0,0.0,-16.0
ncr_2026_r3,235266,23.07,31.0,291589,226080,Argentina,Joaquin Oviedo,Back-row,True,P,ncr,2026,28.802089955199957,0,0,0,1,0,0,1,0,0,31.0,0.0,0.0,31.0
ncr_2026_r3,237155,22.92,43.0,291589,fantasy_237155,Argentina,Justo Piccardo,Centre,False,P,ncr,2026,17.095157126148013,1,0,0,0,0,0,-1,0,0,-43.0,0.0,0.0,-43.0
ncr_2026_r3,239634,8.3,13.0,291589,342324,England,Henry Pollock,Back-row,True,B,ncr,2026,11.4093194274603,0,0,0,0,0,3,0,0,3,0.0,0.0,39.0,39.0
ncr_2026_r3,241018,12.09,12.0,291592,fantasy_241018,Ireland,Sean Jansen,Back-row,True,B,ncr,2026,8.503607179066323,0,0,3,0,0,0,0,0,-3,0.0,0.0,-36.0,-36.0
ncr_2026_r3,246851,11.57,8.0,291589,359274,Argentina,Toms Rapetti,Prop,True,P,ncr,2026,15.110019942783616,0,0,0,1,0,0,1,0,0,8.0,0.0,0.0,8.0
six_nations_2025_r1,4,13.789528379701595,18.0,8476108,119118,Wales,Gareth Thomas,Prop,True,P,six_nations,2025,9.953629432069471,1,0,0,0,0,0,-1,0,0,-18.0,0.0,0.0,-18.0
six_nations_2025_r1,13,41.230207190046094,37.0,8476108,129822,France,Thomas Ramos,Back-three,False,P,six_nations,2025,38.63593584415226,1,1,0,1,0,0,0,-1,0,0.0,-37.0,0.0,-37.0
six_nations_2025_r1,16,38.49875557956808,31.0,8476108,135318,France,Antoine Dupont,Scrum-half,False,P,six_nations,2025,38.88631473217584,1,0,0,1,1,0,0,1,0,0.0,31.0,0.0,31.0
six_nations_2025_r1,27,17.225461687697113,19.0,8476108,166476,France,Emmanuel Meafou,Second-row,True,P,six_nations,2025,19.68810746125913,0,0,0,1,0,0,1,0,0,19.0,0.0,0.0,19.0
six_nations_2025_r1,41,20.30531552484893,35.0,8476108,232104,Wales,Dafydd Jenkins,Second-row,True,P,six_nations,2025,16.65971603698487,1,0,0,0,0,0,-1,0,0,-35.0,0.0,0.0,-35.0
six_nations_2025_r1,73,12.89745798003793,26.0,8476117,164232,Italy,Danilo Fischetti,Prop,True,P,six_nations,2025,10.940743387793711,0,0,0,1,0,0,1,0,0,26.0,0.0,0.0,26.0
six_nations_2025_r1,100,25.073681261897644,24.0,8476126,118518,Ireland,Josh van der Flier,Back-row,True,P,six_nations,2025,24.852379305419703,0,0,0,1,0,0,1,0,0,24.0,0.0,0.0,24.0
six_nations_2025_r1,109,28.00537677643544,26.0,8476126,142404,England,Ben Earl,Back-row,True,P,six_nations,2025,24.248933295052232,1,0,0,0,0,0,-1,0,0,-26.0,0.0,0.0,-26.0
six_nations_2025_r1,119,11.47010053657954,5.0,8476126,164394,England,Tom Willis,Back-row,True,B,six_nations,2025,9.073677044930475,0,0,3,0,0,0,0,0,-3,0.0,0.0,-15.0,-15.0
six_nations_2025_r1,124,10.815501797640655,25.0,8476126,186096,Ireland,Dan Sheehan,Hooker,True,B,six_nations,2025,9.785270592361485,0,0,0,0,0,3,0,0,3,0.0,0.0,75.0,75.0
six_nations_2025_r2,38,20.21503037649488,16.0,8476135,226926,Wales,Freddie Thomas,Second-row,True,P,six_nations,2025,19.877628987521412,1,0,0,0,0,0,-1,0,0,-16.0,0.0,0.0,-16.0
six_nations_2025_r2,53,35.05943609022002,34.0,8476144,129822,France,Thomas Ramos,Back-three,False,P,six_nations,2025,33.48503563771882,1,0,0,1,1,0,0,1,0,0.0,34.0,0.0,34.0
six_nations_2025_r2,69,35.24162954686641,34.0,8476144,164394,England,Tom Willis,Back-row,True,P,six_nations,2025,31.489782968362903,1,1,0,1,0,0,0,-1,0,0.0,-34.0,0.0,-34.0
six_nations_2025_r2,96,24.913787684627284,6.0,8476153,114804,Ireland,Bundee Aki,Centre,False,P,six_nations,2025,23.44052570285327,1,0,0,0,0,0,-1,0,0,-6.0,0.0,0.0,-6.0
six_nations_2025_r2,97,17.66762983674585,15.0,8476153,117852,Scotland,Jonny Gray,Second-row,True,P,six_nations,2025,20.8423843881421,0,0,0,1,0,0,1,0,0,15.0,0.0,0.0,15.0
six_nations_2025_r2,113,23.955272437590565,24.0,8476153,136776,Scotland,Huw Jones,Centre,False,P,six_nations,2025,25.85627524799621,0,0,0,1,0,0,1,0,0,24.0,0.0,0.0,24.0
six_nations_2025_r3,3,17.101655990390686,14.0,8476162,111564,Wales,WillGriff John,Prop,True,P,six_nations,2025,13.779148877535444,1,0,0,0,0,0,-1,0,0,-14.0,0.0,0.0,-14.0
six_nations_2025_r3,5,9.459664771730669,11.0,8476162,114804,Ireland,Bundee Aki,Centre,False,B,six_nations,2025,7.6011529098377615,0,0,3,0,0,0,0,0,-3,0.0,0.0,-33.0,-33.0
six_nations_2025_r3,15,17.86331180108122,21.0,8476162,122568,Wales,Will Rowlands,Second-row,True,P,six_nations,2025,20.97332752884394,1,0,0,0,0,0,-1,0,0,-21.0,0.0,0.0,-21.0
six_nations_2025_r3,24,27.36237838815068,10.0,8476162,166674,Ireland,Mack Hansen,Back-three,False,P,six_nations,2025,27.582699739934935,0,0,0,1,0,0,1,0,0,10.0,0.0,0.0,10.0
six_nations_2025_r3,55,17.831145543858753,19.0,8476171,122652,England,Maro Itoje,Second-row,True,P,six_nations,2025,21.659450386557936,0,0,0,1,0,0,1,0,0,19.0,0.0,0.0,19.0
six_nations_2025_r3,62,15.202899266098225,13.0,8476171,136680,England,Ellis Genge,Prop,True,P,six_nations,2025,16.837810607053363,0,0,0,1,0,0,1,0,0,13.0,0.0,0.0,13.0
six_nations_2025_r3,66,28.145892163867128,34.0,8476171,142404,England,Ben Earl,Back-row,True,P,six_nations,2025,29.77207085458236,1,0,0,0,0,0,-1,0,0,-34.0,0.0,0.0,-34.0
six_nations_2025_r3,73,31.84155670894154,20.0,8476171,156288,England,Marcus Smith,Back-three,False,P,six_nations,2025,27.606611644532187,1,0,0,0,0,0,-1,0,0,-20.0,0.0,0.0,-20.0
six_nations_2025_r3,77,30.48052170110504,5.0,8476171,172416,England,Ollie Sleightholme,Back-three,False,P,six_nations,2025,25.96871648847004,1,0,0,0,0,0,-1,0,0,-5.0,0.0,0.0,-5.0
six_nations_2025_r3,78,23.6812812516562,17.0,8476171,177378,England,Ollie Lawrence,Centre,False,P,six_nations,2025,21.508229126084224,0,0,0,1,0,0,1,0,0,17.0,0.0,0.0,17.0
six_nations_2025_r3,82,9.2514084181902,1.0,8476171,187422,Scotland,Ewan Ashman,Hooker,True,B,six_nations,2025,9.669467568036316,0,0,0,0,0,3,0,0,3,0.0,0.0,3.0,3.0
six_nations_2025_r3,113,24.622506407885982,47.0,8476180,176748,France,Gregory Alldritt,Back-row,True,P,six_nations,2025,30.75106711561725,0,0,0,1,0,0,1,0,0,47.0,0.0,0.0,47.0
six_nations_2025_r3,129,23.860917394056933,38.0,8476180,226818,Italy,Tommaso Menoncello,Centre,False,P,six_nations,2025,20.39543106380464,1,0,0,0,0,0,-1,0,0,-38.0,0.0,0.0,-38.0
six_nations_2025_r3,131,29.68318088925462,37.0,8476180,231684,France,Louis Bielle-Biarrey,Back-three,False,P,six_nations,2025,28.570499740271902,0,0,0,1,0,0,1,0,0,37.0,0.0,0.0,37.0
six_nations_2025_r4,3,24.47414067830312,13.0,8476189,114804,Ireland,Bundee Aki,Centre,False,P,six_nations,2025,22.02870385363805,1,0,0,0,0,0,-1,0,0,-13.0,0.0,0.0,-13.0
six_nations_2025_r4,43,26.84326562001228,29.0,8476189,337638,Ireland,Sam Prendergast,Fly-half,False,P,six_nations,2025,28.555829758445032,0,0,0,1,0,0,1,0,0,29.0,0.0,0.0,29.0
six_nations_2025_r4,79,9.808665973155724,16.0,8476198,178848,Wales,Dewi Lake,Hooker,True,B,six_nations,2025,9.571493217942493,0,0,0,0,0,3,0,0,3,0.0,0.0,48.0,48.0
six_nations_2025_r4,112,10.78378847443069,36.0,8476207,156288,England,Marcus Smith,Back-three,False,B,six_nations,2025,9.598330381569443,0,0,3,0,0,0,0,0,-3,0.0,0.0,-108.0,-108.0
six_nations_2025_r4,115,27.07729523909024,40.0,8476207,164394,England,Tom Willis,Back-row,True,P,six_nations,2025,32.68095150507899,0,0,0,1,0,0,1,0,0,40.0,0.0,0.0,40.0
six_nations_2025_r4,118,25.000619370701976,6.0,8476207,177378,England,Ollie Lawrence,Centre,False,P,six_nations,2025,23.16271251710532,0,0,0,1,0,0,1,0,0,6.0,0.0,0.0,6.0
six_nations_2025_r4,134,29.265881327837807,30.0,8476207,227772,England,Fin Smith,Fly-half,False,P,six_nations,2025,27.53583439507164,1,0,0,0,0,0,-1,0,0,-30.0,0.0,0.0,-30.0
six_nations_2025_r4,136,27.62265428926842,39.0,8476207,231840,Italy,Ross Vintcent,Back-row,True,P,six_nations,2025,24.41923240669076,1,0,0,0,0,0,-1,0,0,-39.0,0.0,0.0,-39.0
six_nations_2025_r5,14,16.58991121404344,25.0,8476216,129234,Italy,Federico Ruzza,Second-row,True,P,six_nations,2025,19.290711918870723,0,0,0,1,0,0,1,0,0,25.0,0.0,0.0,25.0
six_nations_2025_r5,24,13.327803910587113,15.0,8476216,164232,Italy,Danilo Fischetti,Prop,True,P,six_nations,2025,13.928008157678912,0,0,0,1,0,0,1,0,0,15.0,0.0,0.0,15.0
six_nations_2025_r5,59,15.057457769005133,18.0,8476225,136680,England,Ellis Genge,Prop,True,P,six_nations,2025,15.436135023739642,0,0,0,1,0,0,1,0,0,18.0,0.0,0.0,18.0
six_nations_2025_r5,62,28.600167490974272,36.0,8476225,142404,England,Ben Earl,Back-row,True,P,six_nations,2025,28.766361161097755,1,0,0,0,0,0,-1,0,0,-36.0,0.0,0.0,-36.0
six_nations_2025_r5,101,16.11089959103189,27.0,8476234,130290,Scotland,Pierre Schoeman,Prop,True,P,six_nations,2025,13.35754237921574,1,0,0,0,0,0,-1,0,0,-27.0,0.0,0.0,-27.0
six_nations_2025_r5,102,14.969172949844417,24.0,8476234,130530,Scotland,Zander Fagerson,Prop,True,P,six_nations,2025,13.16678763687699,1,0,0,0,0,0,-1,0,0,-24.0,0.0,0.0,-24.0
six_nations_2025_r5,119,25.075079903333894,16.0,8476234,176748,France,Gregory Alldritt,Back-row,True,P,six_nations,2025,29.91755883096845,0,0,0,1,0,0,1,0,0,16.0,0.0,0.0,16.0
six_nations_2025_r5,133,19.10654057082357,16.0,8476234,220296,Scotland,Gregor Brown,Second-row,True,P,six_nations,2025,16.520798180937813,1,0,0,0,0,0,-1,0,0,-16.0,0.0,0.0,-16.0
six_nations_2026_r1,11,34.00442989025994,46.0,8523943,129822,France,Thomas Ramos,Back-three,False,P,six_nations,2026,30.31401956497098,1,1,0,1,0,0,0,-1,0,0.0,-46.0,0.0,-46.0
six_nations_2026_r1,15,32.96912604038954,30.0,8523943,135318,France,Antoine Dupont,Scrum-half,False,P,six_nations,2026,31.957572496197805,1,0,0,1,1,0,0,1,0,0.0,30.0,0.0,30.0
six_nations_2026_r1,29,24.867802352437955,13.0,8523943,186096,Ireland,Dan Sheehan,Hooker,True,P,six_nations,2026,22.676241729596,1,0,0,0,0,0,-1,0,0,-13.0,0.0,0.0,-13.0
six_nations_2026_r1,52,24.294249157365726,40.0,8523952,124308,Scotland,Jack Dempsey,Back-row,True,P,six_nations,2026,26.590813115554067,0,0,0,1,0,0,1,0,0,40.0,0.0,0.0,40.0
six_nations_2026_r1,55,16.752706422938477,10.0,8523952,130290,Scotland,Pierre Schoeman,Prop,True,P,six_nations,2026,14.739768561292347,1,0,0,0,0,0,-1,0,0,-10.0,0.0,0.0,-10.0
six_nations_2026_r1,57,24.80586932948358,17.0,8523952,134016,Italy,Monty Ioane,Back-three,False,P,six_nations,2026,21.491158545916672,1,0,0,0,0,0,-1,0,0,-17.0,0.0,0.0,-17.0
six_nations_2026_r1,59,22.434605195569087,7.0,8523952,136776,Scotland,Huw Jones,Centre,False,P,six_nations,2026,21.810548562742863,0,0,0,1,0,0,1,0,0,7.0,0.0,0.0,7.0
six_nations_2026_r1,66,12.452648901383172,19.0,8523952,164232,Italy,Danilo Fischetti,Prop,True,P,six_nations,2026,14.180705244246615,0,0,0,1,0,0,1,0,0,19.0,0.0,0.0,19.0
six_nations_2026_r1,68,23.467761202437984,12.0,8523952,171582,Scotland,Kyle Steyn,Back-three,False,P,six_nations,2026,22.493976429932403,0,0,0,1,0,0,1,0,0,12.0,0.0,0.0,12.0
six_nations_2026_r1,73,24.110500552542675,14.0,8523952,187422,Scotland,Ewan Ashman,Hooker,True,P,six_nations,2026,23.407983292188256,0,0,0,1,0,0,1,0,0,14.0,0.0,0.0,14.0
six_nations_2026_r1,84,23.227027258279417,34.0,8523952,226818,Italy,Tommaso Menoncello,Centre,False,P,six_nations,2026,20.93531766769105,1,0,0,0,0,0,-1,0,0,-34.0,0.0,0.0,-34.0
six_nations_2026_r1,129,24.61182434467841,13.0,8523961,232110,Wales,Alex Mann,Back-row,True,P,six_nations,2026,21.874562554725784,1,0,0,0,0,0,-1,0,0,-13.0,0.0,0.0,-13.0
six_nations_2026_r2,4,27.118771545711155,47.0,8523970,120468,Ireland,James Lowe,Back-three,False,P,six_nations,2026,26.658601138894443,0,0,0,1,0,0,1,0,0,47.0,0.0,0.0,47.0
six_nations_2026_r2,9,19.886980874481115,40.0,8523970,129840,Ireland,Stuart McCloskey,Centre,False,P,six_nations,2026,21.463196883919487,0,0,0,1,0,0,1,0,0,40.0,0.0,0.0,40.0
six_nations_2026_r2,23,29.017810664691726,45.0,8523970,186198,Ireland,Robert Baloucoune,Back-three,False,P,six_nations,2026,26.0719707170481,1,0,0,0,0,0,-1,0,0,-45.0,0.0,0.0,-45.0
six_nations_2026_r2,30,15.15613843380395,16.0,8523970,208140,Italy,Andrea Zambonin,Second-row,True,P,six_nations,2026,19.69553152085284,0,0,0,1,0,0,1,0,0,16.0,0.0,0.0,16.0
six_nations_2026_r2,33,22.0989601741131,28.0,8523970,220140,Italy,Lorenzo Cannone,Back-row,True,P,six_nations,2026,25.045620518818467,0,0,0,1,0,0,1,0,0,28.0,0.0,0.0,28.0
six_nations_2026_r2,36,22.314079205925747,24.0,8523970,226818,Italy,Tommaso Menoncello,Centre,False,P,six_nations,2026,19.293464914825,1,0,0,0,0,0,-1,0,0,-24.0,0.0,0.0,-24.0
six_nations_2026_r2,52,18.630920920964662,11.0,8523979,122652,England,Maro Itoje,Second-row,True,P,six_nations,2026,20.74244285083565,1,0,0,0,0,0,-1,0,0,-11.0,0.0,0.0,-11.0
six_nations_2026_r2,57,14.201075842791935,8.0,8523979,130530,Scotland,Zander Fagerson,Prop,True,P,six_nations,2026,13.268499090775943,1,0,0,0,0,0,-1,0,0,-8.0,0.0,0.0,-8.0
six_nations_2026_r2,60,15.10843934772716,4.0,8523979,136680,England,Ellis Genge,Prop,True,P,six_nations,2026,16.343441464629315,0,0,0,1,0,0,1,0,0,4.0,0.0,0.0,4.0
six_nations_2026_r2,102,41.59380469654577,48.0,8523988,129822,France,Thomas Ramos,Back-three,False,P,six_nations,2026,40.04008112865444,1,1,0,1,0,0,0,-1,0,0.0,-48.0,0.0,-48.0
six_nations_2026_r2,103,26.94809782101161,15.0,8523988,129894,Wales,Olly Cracknell,Back-row,True,P,six_nations,2026,22.7443000676154,1,0,0,0,0,0,-1,0,0,-15.0,0.0,0.0,-15.0
six_nations_2026_r2,107,38.52059400456091,33.0,8523988,135318,France,Antoine Dupont,Scrum-half,False,P,six_nations,2026,44.81852291498402,1,0,0,1,1,0,0,1,0,0.0,33.0,0.0,33.0
six_nations_2026_r3,12,14.6028464500591,13.0,8523997,136680,England,Ellis Genge,Prop,True,P,six_nations,2026,15.229187914506038,0,0,0,1,0,0,1,0,0,13.0,0.0,0.0,13.0
six_nations_2026_r3,13,13.576456663180764,8.0,8523997,136854,Ireland,Jeremy Loughman,Prop,True,P,six_nations,2026,12.843765250207664,1,0,0,0,0,0,-1,0,0,-8.0,0.0,0.0,-8.0
six_nations_2026_r3,25,10.47721711861602,18.0,8523997,156288,England,Marcus Smith,Fly-half,False,B,six_nations,2026,9.622499685374402,0,0,3,0,0,0,0,0,-3,0.0,0.0,-54.0,-54.0
six_nations_2026_r3,37,27.344592486169155,18.0,8523997,213192,England,Tommy Freeman,Back-three,False,P,six_nations,2026,25.41602488011164,1,0,0,0,0,0,-1,0,0,-18.0,0.0,0.0,-18.0
six_nations_2026_r3,39,15.362619482212198,14.0,8523997,218742,England,Ollie Chessum,Second-row,True,P,six_nations,2026,19.85946284417957,0,0,0,1,0,0,1,0,0,14.0,0.0,0.0,14.0
six_nations_2026_r3,72,26.069423909991347,36.0,8524006,171582,Scotland,Kyle Steyn,Back-three,False,P,six_nations,2026,26.745408512492865,0,0,0,1,0,0,1,0,0,36.0,0.0,0.0,36.0
six_nations_2026_r3,83,9.13448114448656,10.0,8524006,219990,Wales,Archie Griffin,Prop,True,B,six_nations,2026,9.32045091236057,0,0,0,0,0,3,0,0,3,0.0,0.0,30.0,30.0
six_nations_2026_r3,113,17.847121702243964,10.0,8524015,167196,Italy,Niccolo Cannone,Second-row,True,P,six_nations,2026,18.666024642705636,1,0,0,0,0,0,-1,0,0,-10.0,0.0,0.0,-10.0
six_nations_2026_r4,2,26.065636585096858,68.0,8524024,117936,Ireland,Jack Conan,Back-row,True,P,six_nations,2026,25.9659448276167,1,0,0,0,0,0,-1,0,0,-68.0,0.0,0.0,-68.0
six_nations_2026_r4,13,22.82158848350462,32.0,8524024,129840,Ireland,Stuart McCloskey,Centre,False,P,six_nations,2026,23.362742695429883,0,0,0,1,0,0,1,0,0,32.0,0.0,0.0,32.0
six_nations_2026_r4,18,23.71439512996985,19.0,8524024,136878,Ireland,Nick Timoney,Back-row,True,P,six_nations,2026,26.432011798116964,0,0,0,1,0,0,1,0,0,19.0,0.0,0.0,19.0
six_nations_2026_r4,37,16.095666647938746,24.0,8524024,219996,Wales,Ben Carter,Second-row,True,P,six_nations,2026,20.164688342656763,0,0,0,1,0,0,1,0,0,24.0,0.0,0.0,24.0
six_nations_2026_r4,57,37.05759271604253,45.0,8524033,129822,France,Thomas Ramos,Back-three,False,P,six_nations,2026,35.49353763392956,1,1,0,1,0,0,0,-1,0,0.0,-45.0,0.0,-45.0
six_nations_2026_r4,76,35.401424089798304,14.0,8524033,169662,France,Matthieu Jalibert,Fly-half,False,P,six_nations,2026,41.09844892222091,1,0,0,1,1,0,0,1,0,0.0,14.0,0.0,14.0
six_nations_2026_r4,103,14.393182256275328,8.0,8524042,136680,England,Ellis Genge,Prop,True,P,six_nations,2026,14.428310851481465,0,0,0,1,0,0,1,0,0,8.0,0.0,0.0,8.0
six_nations_2026_r4,107,12.992713538360691,15.0,8524042,164232,Italy,Danilo Fischetti,Prop,True,P,six_nations,2026,13.307416183995716,1,0,0,0,0,0,-1,0,0,-15.0,0.0,0.0,-15.0
six_nations_2026_r4,114,19.98502480223117,24.0,8524042,198696,England,Alex Coles,Second-row,True,P,six_nations,2026,20.41225974067559,1,0,0,0,0,0,-1,0,0,-24.0,0.0,0.0,-24.0
six_nations_2026_r4,126,22.983067865258377,54.0,8524042,226818,Italy,Tommaso Menoncello,Centre,False,P,six_nations,2026,20.45152725861206,1,0,0,0,0,0,-1,0,0,-54.0,0.0,0.0,-54.0
six_nations_2026_r5,7,26.864689055812104,24.0,8524051,117936,Ireland,Jack Conan,Back-row,True,P,six_nations,2026,29.374146219286427,1,0,0,0,0,0,-1,0,0,-24.0,0.0,0.0,-24.0
six_nations_2026_r5,12,24.063609917082548,16.0,8524051,124308,Scotland,Jack Dempsey,Back-row,True,P,six_nations,2026,27.936431094414623,0,0,0,1,0,0,1,0,0,16.0,0.0,0.0,16.0
six_nations_2026_r5,16,22.90967920356199,36.0,8524051,129840,Ireland,Stuart McCloskey,Centre,False,P,six_nations,2026,22.989228438398843,0,0,0,1,0,0,1,0,0,36.0,0.0,0.0,36.0
six_nations_2026_r5,36,24.469119688329563,48.0,8524051,180222,Scotland,Rory Darge,Back-row,True,P,six_nations,2026,28.340499213494688,0,0,0,1,0,0,1,0,0,48.0,0.0,0.0,48.0
six_nations_2026_r5,102,39.311069765713526,30.0,8524069,129822,France,Thomas Ramos,Back-three,False,P,six_nations,2026,37.11605492608622,1,1,0,1,0,0,0,-1,0,0.0,-30.0,0.0,-30.0
six_nations_2026_r5,107,26.70852901964209,13.0,8524069,142404,England,Ben Earl,Back-row,True,P,six_nations,2026,26.64791153375022,1,0,0,0,0,0,-1,0,0,-13.0,0.0,0.0,-13.0
six_nations_2026_r5,112,36.627719450036736,44.0,8524069,169662,France,Matthieu Jalibert,Fly-half,False,P,six_nations,2026,38.67690264868786,1,0,0,1,1,0,0,1,0,0.0,44.0,0.0,44.0
six_nations_2026_r5,123,22.852220474522404,33.0,8524069,213192,England,Tommy Freeman,Centre,False,P,six_nations,2026,20.613993988543445,1,0,0,0,0,0,-1,0,0,-33.0,0.0,0.0,-33.0
