competition,rubric_era,season,round,key_fixture,key_player,team,player_name,position,is_forward,official_pts,group_id,status,label_percentile,label_z,_label_row_id,predicted_points,career_matches,matched,engine
ncr,modern,2026,1,ncr-gw1,178222,Australia,Jock Campbell,Back Three,False,34.0,ncr-2026-gw1,P,0.85,1.1007868456656864,32,13.68125,73.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,185160,New Zealand,Codie Taylor,Hooker,True,25.0,ncr-2026-gw1,P,0.7351851851851852,0.4924375086250637,33,33.1125,111.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,240621,Australia,Dylan Pietsch,Back Three,False,32.0,ncr-2026-gw1,P,0.8314814814814815,0.9655981041011036,34,19.9225,64.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,179604,Fiji,Josua Tuisova,Centre,False,32.0,ncr-2026-gw1,P,0.8314814814814815,0.9655981041011036,35,21.07,97.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,235266,Argentina,Joaquin Oviedo,Loose Forward,True,38.0,ncr-2026-gw1,P,0.9,1.371164328794852,36,27.4225,91.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,245055,Fiji,Elia Canakaivata,Loose Forward,True,48.0,ncr-2026-gw1,P,0.9629629629629628,2.0471080366177663,37,19.19,73.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,172351,Ireland,Stuart McCloskey,Centre,False,31.0,ncr-2026-gw1,P,0.8203703703703704,0.8980037333188121,38,21.92875,84.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,137626,England,Fin Smith,Fly Half,False,31.0,ncr-2026-gw1,P,0.8203703703703704,0.8980037333188121,39,21.7975,99.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,211240,Ireland,Dan Sheehan,Hooker,True,16.0,ncr-2026-gw1,P,0.5592592592592592,-0.115911828415559,40,30.43375,104.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,197335,Italy,Lorenzo Cannone,Loose Forward,True,34.0,ncr-2026-gw1,P,0.85,1.1007868456656864,41,19.63125,97.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,137453,Wales,Josh Adams,Back Three,False,30.0,ncr-2026-gw1,P,0.8055555555555556,0.8304093625365208,42,17.0975,85.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,242264,Australia,Joseph-Aukuso Suaalii,Centre,False,29.0,ncr-2026-gw1,P,0.7962962962962963,0.7628149917542293,43,15.175,29.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,238928,Japan,Warner Dearns,Lock,True,42.0,ncr-2026-gw1,P,0.9296296296296296,1.6415418119240175,44,22.24625,62.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,136190,New Zealand,Luke Jacobson,Loose Forward,True,38.0,ncr-2026-gw1,P,0.9,1.371164328794852,45,21.9125,93.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,110905,South Africa,Ben-Jason Dixon,Loose Forward,True,37.0,ncr-2026-gw1,B,0.8851851851851852,1.3035699580125606,46,9.5225,84.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,209612,England,Ben Earl,Loose Forward,True,34.0,ncr-2026-gw1,P,0.85,1.1007868456656864,47,23.1575,125.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,137153,South Africa,Jasper Wiese,Loose Forward,True,34.0,ncr-2026-gw1,P,0.85,1.1007868456656864,48,26.8675,100.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,130487,Italy,Nacho Brex,Centre,False,28.0,ncr-2026-gw1,P,0.7851851851851852,0.6952206209719379,49,10.16875,116.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,240799,Australia,Josh Canham,Lock,True,27.0,ncr-2026-gw1,P,0.7648148148148148,0.6276262501896465,50,18.7975,58.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,206415,Japan,Mamoru Harada,Hooker,True,21.0,ncr-2026-gw1,P,0.6685185185185185,0.222060025495898,51,27.89,40.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,169055,New Zealand,Jordie Barrett,Centre,False,27.0,ncr-2026-gw1,P,0.7648148148148148,0.6276262501896465,52,21.41625,128.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,202239,Argentina,Tomas Albornoz,Fly Half,False,28.0,ncr-2026-gw1,P,0.7851851851851852,0.6952206209719379,53,18.70875,96.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,111864,France,Max Spring,Back Three,False,27.0,ncr-2026-gw1,P,0.7648148148148148,0.6276262501896465,54,12.22375,103.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,142211,England,George Martin,Lock,True,31.0,ncr-2026-gw1,P,0.8203703703703704,0.8980037333188121,55,14.25,63.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,219485,Australia,Ryan Lonergan,Scrum Half,False,27.0,ncr-2026-gw1,P,0.7648148148148148,0.6276262501896465,56,12.1925,84.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,229297,New Zealand,Ruben Love,Fly Half,False,27.0,ncr-2026-gw1,P,0.7648148148148148,0.6276262501896465,57,15.27375,53.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,188103,Fiji,Pita Gus Sowakula,Loose Forward,True,40.0,ncr-2026-gw1,P,0.9185185185185184,1.5063530703594348,58,16.40625,89.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,194110,Argentina,Rodrigo Isgro,Back Three,False,25.0,ncr-2026-gw1,P,0.7351851851851852,0.4924375086250637,59,15.3775,40.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,236602,Italy,Tommaso di Bartolomeo,Hooker,True,13.0,ncr-2026-gw1,P,0.4611111111111111,-0.3186949407624332,60,26.77,50.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,229557,Italy,Tommaso Menoncello,Centre,False,24.0,ncr-2026-gw1,P,0.7166666666666667,0.4248431378427723,61,19.695,97.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,141860,Scotland,Ewan Ashman,Hooker,True,16.0,ncr-2026-gw1,P,0.5592592592592592,-0.115911828415559,62,37.17375,113.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,173801,England,Alex Coles,Lock,True,30.0,ncr-2026-gw1,P,0.8055555555555556,0.8304093625365208,63,19.50875,90.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,104572,South Africa,Thomas du Toit,Prop,True,23.0,ncr-2026-gw1,P,0.7037037037037037,0.3572487670604808,64,18.39,107.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,156253,Italy,Paolo Garbisi,Fly Half,False,24.0,ncr-2026-gw1,P,0.7166666666666667,0.4248431378427723,65,10.1475,129.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,238629,New Zealand,Peter Lakai,Loose Forward,True,28.0,ncr-2026-gw1,P,0.7851851851851852,0.6952206209719379,66,22.70625,59.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,132322,France,Killian Tixeront,Loose Forward,True,26.0,ncr-2026-gw1,B,0.7481481481481481,0.5600318794073551,67,8.98375,105.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,198565,Ireland,Cian Prendergast,Loose Forward,True,30.0,ncr-2026-gw1,P,0.8055555555555556,0.8304093625365208,68,22.10125,84.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,119132,Wales,Aaron Wainwright,Loose Forward,True,26.0,ncr-2026-gw1,P,0.7481481481481481,0.5600318794073551,69,26.83875,109.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,222388,France,Yoram Moefana,Centre,False,22.0,ncr-2026-gw1,P,0.6888888888888889,0.2896543962781894,70,16.39,123.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,196773,Scotland,Pierre Schoeman,Prop,True,22.0,ncr-2026-gw1,P,0.6888888888888889,0.2896543962781894,71,15.47875,122.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,210801,Scotland,Scott Cummings,Lock,True,28.0,ncr-2026-gw1,P,0.7851851851851852,0.6952206209719379,72,14.8025,106.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,100043,France,Maxime Lucu,Scrum Half,False,22.0,ncr-2026-gw1,P,0.6888888888888889,0.2896543962781894,73,19.86625,128.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,229303,New Zealand,Sam Darry,Lock,True,30.0,ncr-2026-gw1,P,0.8055555555555556,0.8304093625365208,74,21.26,53.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,105949,South Africa,Damian de Allende,Centre,False,35.0,ncr-2026-gw1,P,0.8666666666666667,1.168381216447978,75,24.41,79.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,133163,Wales,Tomos Williams,Scrum Half,False,20.0,ncr-2026-gw1,P,0.6537037037037037,0.1544656547136066,76,15.2975,112.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,159599,Scotland,Matt Fagerson,Loose Forward,True,25.0,ncr-2026-gw1,P,0.7351851851851852,0.4924375086250637,77,24.46875,121.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,226185,Fiji,Kitione Salawa,Loose Forward,True,38.0,ncr-2026-gw1,P,0.9,1.371164328794852,78,22.055,64.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,119955,Wales,Rhys Carre,Prop,True,20.0,ncr-2026-gw1,P,0.6537037037037037,0.1544656547136066,79,15.79875,98.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,210952,Australia,Tate McDermott,Scrum Half,False,20.0,ncr-2026-gw1,B,0.6537037037037037,0.1544656547136066,80,6.96875,106.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,202316,Fiji,Frank Lomani,Scrum Half,False,22.0,ncr-2026-gw1,P,0.6888888888888889,0.2896543962781894,81,11.83125,71.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,196669,Scotland,Zander Fagerson,Prop,True,19.0,ncr-2026-gw1,B,0.6314814814814815,0.0868712839313152,82,7.2225,113.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,113000,Scotland,Jack Dempsey,Loose Forward,True,24.0,ncr-2026-gw1,P,0.7166666666666667,0.4248431378427723,83,22.1325,82.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,103821,Fiji,Eroni Mawi,Prop,True,19.0,ncr-2026-gw1,P,0.6314814814814815,0.0868712839313152,84,12.22875,115.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,182760,Argentina,Mayco Vivas,Prop,True,19.0,ncr-2026-gw1,P,0.6314814814814815,0.0868712839313152,85,12.18875,61.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,240478,Scotland,Gregor Hiddleston,Hooker,True,15.0,ncr-2026-gw1,B,0.5222222222222223,-0.1835061991978504,86,15.23,49.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,182170,Wales,Ryan Elias,Hooker,True,15.0,ncr-2026-gw1,B,0.5222222222222223,-0.1835061991978504,87,13.34,88.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,246851,Argentina,Toms Rapetti,Prop,True,19.0,ncr-2026-gw1,B,0.6314814814814815,0.0868712839313152,88,4.78625,4.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,233237,England,Immanuel Feyi-Waboso,Back Three,False,18.0,ncr-2026-gw1,P,0.6037037037037037,0.0192769131490238,89,16.41,64.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,190708,Australia,Harry Wilson,Loose Forward,True,22.0,ncr-2026-gw1,P,0.6888888888888889,0.2896543962781894,90,21.89,99.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,244767,France,Oscar Jegou,Loose Forward,True,24.0,ncr-2026-gw1,P,0.7166666666666667,0.4248431378427723,91,24.5725,66.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,165591,Argentina,Mateo Carreras,Back Three,False,18.0,ncr-2026-gw1,P,0.6037037037037037,0.0192769131490238,92,15.82875,89.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,240452,South Africa,Cameron Hanekom,Loose Forward,True,19.0,ncr-2026-gw1,P,0.6314814814814815,0.0868712839313152,93,28.13875,51.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,244984,Argentina,Agustin Moyano,Scrum Half,False,18.0,ncr-2026-gw1,B,0.6037037037037037,0.0192769131490238,94,4.58,14.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,246824,South Africa,Zac Porthen,Prop,True,18.0,ncr-2026-gw1,B,0.6037037037037037,0.0192769131490238,95,9.22875,18.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,102468,New Zealand,Ethan de Groot,Prop,True,18.0,ncr-2026-gw1,P,0.6037037037037037,0.0192769131490238,96,13.88375,102.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,144635,England,Ollie Chessum,Lock,True,27.0,ncr-2026-gw1,P,0.7648148148148148,0.6276262501896465,97,16.63875,96.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,197546,Wales,Joe Hawkins,Centre,False,17.0,ncr-2026-gw1,P,0.5814814814814815,-0.0483174576332675,98,12.55875,66.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,128750,Italy,Andrea Zambonin,Lock,True,31.0,ncr-2026-gw1,P,0.8203703703703704,0.8980037333188121,99,14.76875,83.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,152990,Fiji,Temo Mayanavanua,Lock,True,35.0,ncr-2026-gw1,P,0.8666666666666667,1.168381216447978,100,15.20875,100.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,222920,Scotland,Gregor Brown,Lock,True,21.0,ncr-2026-gw1,B,0.6685185185185185,0.222060025495898,101,10.47125,60.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,171003,South Africa,Pieter-Steph du Toit,Loose Forward,True,26.0,ncr-2026-gw1,P,0.7481481481481481,0.5600318794073551,102,25.99625,41.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,110910,South Africa,Jesse Kriel,Centre,False,16.0,ncr-2026-gw1,P,0.5592592592592592,-0.115911828415559,103,24.4175,72.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,222623,England,Tom Curry,Loose Forward,True,20.0,ncr-2026-gw1,P,0.6537037037037037,0.1544656547136066,104,18.1075,90.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,212902,Wales,Dewi Lake,Hooker,True,5.0,ncr-2026-gw1,P,0.2037037037037037,-0.8594499070207645,105,32.2925,82.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,160801,England,Jamie George,Hooker,True,8.0,ncr-2026-gw1,P,0.3055555555555556,-0.6566667946738903,106,23.9575,126.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,235183,Wales,Alex Mann,Loose Forward,True,19.0,ncr-2026-gw1,P,0.6314814814814815,0.0868712839313152,107,23.5475,57.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,250879,Argentina,Pedro Delgado,Prop,True,16.0,ncr-2026-gw1,P,0.5592592592592592,-0.115911828415559,108,10.48,28.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,146815,Australia,Angus Bell,Prop,True,15.0,ncr-2026-gw1,P,0.5222222222222223,-0.1835061991978504,109,16.2825,100.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,116876,New Zealand,Fletcher Newell,Prop,True,15.0,ncr-2026-gw1,P,0.5222222222222223,-0.1835061991978504,110,15.49875,90.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,135572,Japan,Jack Cornelsen,Lock,True,28.0,ncr-2026-gw1,P,0.7851851851851852,0.6952206209719379,111,19.35375,64.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,246864,Fiji,Isaiah Armstrong-Ravula,Fly Half,False,15.0,ncr-2026-gw1,P,0.5222222222222223,-0.1835061991978504,112,8.81875,58.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,188057,Scotland,Ben White,Scrum Half,False,15.0,ncr-2026-gw1,P,0.5222222222222223,-0.1835061991978504,113,12.4675,118.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,243190,Wales,Blair Murray,Back Three,False,15.0,ncr-2026-gw1,P,0.5222222222222223,-0.1835061991978504,114,18.63625,47.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,251359,Japan,Yuya Hirose,Centre,False,15.0,ncr-2026-gw1,P,0.5222222222222223,-0.1835061991978504,115,10.21625,39.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,136509,Scotland,Fergus Burke,Fly Half,False,15.0,ncr-2026-gw1,B,0.5222222222222223,-0.1835061991978504,116,9.48875,81.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,233260,Japan,Shuhei Takeuchi,Prop,True,15.0,ncr-2026-gw1,P,0.5222222222222223,-0.1835061991978504,117,17.58,61.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,131550,Japan,Takato Okabe,Prop,True,15.0,ncr-2026-gw1,P,0.5222222222222223,-0.1835061991978504,118,12.715,43.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,237803,Fiji,Kalaveti Ravouvou,Back Three,False,14.0,ncr-2026-gw1,B,0.487037037037037,-0.2511005699801418,119,7.18375,90.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,193134,Ireland,Nick Timoney,Loose Forward,True,14.0,ncr-2026-gw1,B,0.487037037037037,-0.2511005699801418,120,10.45875,90.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,103703,Japan,Harry Hockings,Lock,True,21.0,ncr-2026-gw1,P,0.6685185185185185,0.222060025495898,121,23.39875,38.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,189190,France,Maxime Lamothe,Hooker,True,8.0,ncr-2026-gw1,P,0.3055555555555556,-0.6566667946738903,122,25.11375,120.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,107059,Italy,Marco Riccioni,Prop,True,14.0,ncr-2026-gw1,P,0.487037037037037,-0.2511005699801418,123,7.6925,93.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,255396,Italy,Malik Faissal,Back Three,False,14.0,ncr-2026-gw1,P,0.487037037037037,-0.2511005699801418,124,15.195,8.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,111475,New Zealand,Josh Lord,Lock,True,24.0,ncr-2026-gw1,P,0.7166666666666667,0.4248431378427723,125,20.08,54.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,120191,Italy,Michele Lamaro,Loose Forward,True,17.0,ncr-2026-gw1,P,0.5814814814814815,-0.0483174576332675,126,19.1425,113.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,225264,South Africa,Ruan Nortje,Lock,True,24.0,ncr-2026-gw1,P,0.7166666666666667,0.4248431378427723,127,19.375,89.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,177559,England,Alex Mitchell,Scrum Half,False,13.0,ncr-2026-gw1,B,0.4611111111111111,-0.3186949407624332,128,3.90875,110.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,140735,Japan,Naoto Saito,Scrum Half,False,13.0,ncr-2026-gw1,P,0.4611111111111111,-0.3186949407624332,129,8.74875,65.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,224426,Ireland,Tom OToole,Prop,True,13.0,ncr-2026-gw1,P,0.4611111111111111,-0.3186949407624332,130,9.5325,,False,gbdt_v4
ncr,modern,2026,1,ncr-gw1,251673,Japan,Ryunosuke Ito,Fly Half,False,14.0,ncr-2026-gw1,P,0.487037037037037,-0.2511005699801418,131,19.545,0.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,144570,Ireland,Jimmy OBrien,Back Three,False,13.0,ncr-2026-gw1,P,0.4611111111111111,-0.3186949407624332,132,15.98125,,False,gbdt_v4
ncr,modern,2026,1,ncr-gw1,251199,Japan,Hayate Era,Hooker,True,11.0,ncr-2026-gw1,B,0.3833333333333333,-0.453883682327016,133,15.37625,38.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,252801,Japan,Kazuma Ueda,Back Three,False,13.0,ncr-2026-gw1,P,0.4611111111111111,-0.3186949407624332,134,18.93,28.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,185293,Australia,Len Ikitau,Centre,False,12.0,ncr-2026-gw1,P,0.424074074074074,-0.3862893115447246,135,18.8325,116.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,117823,Argentina,Matias Alemanno,Lock,True,19.0,ncr-2026-gw1,P,0.6314814814814815,0.0868712839313152,136,15.3,98.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,143950,Fiji,Semi Radradra,Centre,False,12.0,ncr-2026-gw1,P,0.424074074074074,-0.3862893115447246,137,22.0925,75.0,True,gbdt_v4
ncr,modern,2026,1,ncr-gw1,127095,Argentina,Santiago Grondona,Loose Forward,True,19.0,ncr-2026-gw1,P,0.6314814814814815,0.0868712839313152,138,14.555,69.0,True,gbdt_v4
